customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
GW89148,California,Male,Doctor,16304.3,90008,137.0,0,Personal Auto,SUV,406.99
EJ97834,Nevada,Female,High School or Below,2619.48,93987,65.0,0,Personal Auto,Two-Door Car,251.32
VM66678,Oregon,Female,High School or Below,14024.36,81872,115.0,0,Personal Auto,Four-Door Car,256.44
OY34553,Nevada,Female,Bachelor,24320.64,60221,67.0,0,Personal Auto,Four-Door Car,238.56
JL49772,Arizona,Female,Bachelor,24249.34,33651,69.0,1,Personal Auto,Four-Door Car,328.65
ZO44848,California,Female,College,20864.31,0,61.0,0,Special Auto,Four-Door Car,216.09
TW66679,Oregon,Male,High School or Below,8823.85,75741,109.0,0,Corporate Auto,SUV,217.19
RP98585,Arizona,Male,Master,7610.2,38086,96.0,0,Personal Auto,Two-Door Car,243.24
XK83294,California,Female,High School or Below,7486.17,38725,64.0,0,Corporate Auto,Two-Door Car,307.2
VZ43707,Nevada,Male,High School or Below,8763.45,20132,86.0,3,Corporate Auto,Four-Door Car,412.8
RO89767,Arizona,Male,Master,27386.15,0,105.0,0,Personal Auto,Luxury,451.14
UN49741,Oregon,Male,High School or Below,11121.62,44299,106.0,5,Personal Auto,SUV,754.26
SY46862,Arizona,Male,High School or Below,5657.69,98917,139.0,0,Corporate Auto,Luxury,336.61
ZY60545,California,Female,College,18938.54,91535,67.0,1,Personal Auto,Four-Door Car,126.63
WP62115,Washington,Female,College,13865.83,53484,70.0,0,Corporate Auto,Two-Door Car,333.05
NK16909,Oregon,Male,Doctor,8188.92,45318,103.0,0,Personal Auto,SUV,494.4
BQ41371,Oregon,Female,Bachelor,5626.53,46897,70.0,0,Personal Auto,Four-Door Car,344.38
QF29828,Arizona,Female,Master,3208.92,40135,80.0,0,Personal Auto,Four-Door Car,78.01
LP59331,Arizona,Male,College,5282.54,38606,68.0,0,Personal Auto,Four-Door Car,413.29
NJ46471,Oregon,Female,Bachelor,8696.71,56550,73.0,3,Corporate Auto,Four-Door Car,162.78
KX53892,Oregon,Female,College,5259.44,61146,65.0,0,Personal Auto,Four-Door Car,273.02
YP37291,Nevada,Male,High School or Below,7854.77,36409,66.0,0,Personal Auto,Four-Door Car,316.8
RX93631,Arizona,Female,Bachelor,6438.97,90035,80.0,0,Personal Auto,Four-Door Car,141.63
GS26763,California,Female,Bachelor,11633.58,39669,98.0,0,Personal Auto,Two-Door Car,492.94
SK74843,Arizona,Female,Master,2442.42,57963,61.0,0,Personal Auto,Four-Door Car,42.16
AG47947,Washington,Female,High School or Below,14024.36,81872,115.0,0,Personal Auto,Four-Door Car,256.44
LQ23049,California,Female,High School or Below,2491.26,25965,65.0,0,Personal Auto,Four-Door Car,329.21
VF10088,Arizona,Female,High School or Below,3410.2,59662,85.0,0,Personal Auto,Four-Door Car,10.17
OJ65428,Nevada,Male,College,3842.03,27906,102.0,0,Personal Auto,Four-Door Car,489.6
ZF48094,Oregon,Female,High School or Below,3339.85,51032,83.0,0,Personal Auto,Four-Door Car,349.95
TN56613,Arizona,Female,Bachelor,5358.27,83771,133.0,0,Personal Auto,Luxury,482.33
IA33339,Oregon,Female,Bachelor,9268.67,57052,115.0,1,Corporate Auto,SUV,483.63
UB28078,California,Male,Master,4200.37,51510,106.0,0,Personal Auto,Four-Door Car,688.55
ZK60855,Oregon,Female,College,4829.57,34819,61.0,0,Corporate Auto,Four-Door Car,185.9
CM73149,California,Female,Bachelor,14244.73,31189,122.0,0,Personal Auto,Luxury,585.6
SC81807,California,Female,College,4095.2,32180,103.0,0,Special Auto,Luxury,558.84
DS57918,California,Male,Bachelor,33718.84,27500,114.0,0,Corporate Auto,SUV,472.28
TN29644,California,Female,College,7540.05,67018,94.0,0,Personal Auto,Four-Door Car,104.43
UL17918,Arizona,Male,Bachelor,2821.0,0,77.0,0,Corporate Auto,Two-Door Car,436.37
MJ25422,Oregon,Female,College,36695.91,0,199.0,0,Personal Auto,Luxury,1062.09
FG21377,California,Female,Bachelor,19731.34,33588,62.0,0,Corporate Auto,Four-Door Car,419.92
BQ15946,Oregon,Male,Doctor,6685.07,56270,83.0,0,Personal Auto,Four-Door Car,398.4
CO53249,Arizona,Male,College,8408.32,82800,70.0,0,Corporate Auto,Four-Door Car,442.19
XS83731,Arizona,Female,College,7371.59,0,68.0,0,Personal Auto,Four-Door Car,425.14
VH41477,Oregon,Male,High School or Below,4742.11,63891,119.0,0,Corporate Auto,Two-Door Car,7.65
AT13963,Washington,Female,Master,15865.17,43946,133.0,0,Corporate Auto,Luxury,415.99
XU49878,Washington,Male,Bachelor,5396.31,62039,68.0,1,Personal Auto,Four-Door Car,265.88
RY10920,Oregon,Male,College,4330.39,60475,107.0,0,Personal Auto,Four-Door Car,513.6
OC32181,Nevada,Female,High School or Below,5708.02,70279,71.0,0,Special Auto,Four-Door Car,331.23
OE19653,Oregon,Female,High School or Below,3500.86,0,93.0,0,Personal Auto,Two-Door Car,446.4
WG39961,Oregon,Female,High School or Below,3919.37,66676,97.0,0,Personal Auto,Four-Door Car,558.1
QY78671,Arizona,Male,High School or Below,2910.32,12048,77.0,0,Corporate Auto,Four-Door Car,369.6
SY48591,Arizona,Female,College,4827.78,0,68.0,0,Personal Auto,Four-Door Car,326.4
SM16060,Arizona,Female,College,4811.74,0,68.0,0,Personal Auto,Two-Door Car,619.07
FW53453,California,Female,Master,7834.15,36094,99.0,1,Personal Auto,Two-Door Car,456.5
KU42210,Arizona,Male,Bachelor,14666.23,0,61.0,0,Corporate Auto,Four-Door Car,439.2
XR74789,Washington,Female,College,7199.65,63328,89.0,0,Personal Auto,Two-Door Car,427.2
GB39602,Nevada,Male,High School or Below,3914.72,0,112.0,0,Corporate Auto,Luxury,587.86
SK93727,Washington,Female,High School or Below,9470.27,36121,118.0,0,Personal Auto,Four-Door Car,1107.15
OM37845,California,Male,Master,5479.56,56005,68.0,1,Personal Auto,Four-Door Car,326.4
VR45143,Arizona,Female,High School or Below,2488.24,48597,71.0,5,Corporate Auto,Four-Door Car,305.7
GF35623,California,Female,High School or Below,5886.62,0,81.0,0,Personal Auto,Four-Door Car,583.2
AF47139,Oregon,Female,College,8406.39,42540,70.0,0,Personal Auto,Four-Door Car,43.55
IS48950,California,Male,College,8685.92,87544,109.0,1,Corporate Auto,SUV,523.2
NC98544,Nevada,Male,High School or Below,25030.38,26292,80.0,2,Personal Auto,Two-Door Car,384.0
AD12500,California,Female,High School or Below,17822.56,42696,228.0,0,Personal Auto,Luxury,1273.74
ZE59681,Nevada,Male,College,2798.68,88009,71.0,0,Corporate Auto,Two-Door Car,266.52
JQ91314,Washington,Male,College,3288.66,0,97.0,0,Personal Auto,Four-Door Car,1026.32
WX92260,Washington,Female,College,2004.35,0,66.0,4,Corporate Auto,Four-Door Car,316.8
MO21402,Oregon,Female,Master,13736.13,16181,181.0,0,Personal Auto,SUV,1261.32
QY41319,Oregon,Male,College,4411.66,0,62.0,0,Personal Auto,Two-Door Car,446.4
WE90911,Arizona,Female,Bachelor,5392.44,75438,136.0,0,Personal Auto,SUV,438.48
KB90888,Oregon,Female,High School or Below,2561.58,0,73.0,0,Corporate Auto,Two-Door Car,842.88
NN87570,Oregon,Male,Bachelor,6057.07,27681,83.0,0,Corporate Auto,Two-Door Car,398.4
PD94315,Arizona,Female,Bachelor,22256.69,23444,196.0,0,Corporate Auto,SUV,940.8
IN65727,Washington,Female,Master,2693.53,63684,68.0,0,Personal Auto,Two-Door Car,343.89
FB76635,Oregon,Female,College,4296.6,61737,107.0,0,Personal Auto,Luxury,495.67
RF58958,California,Male,High School or Below,11624.82,0,113.0,0,Personal Auto,Four-Door Car,813.6
AZ15952,Oregon,Male,Bachelor,8749.5,52373,111.0,0,Personal Auto,Four-Door Car,186.16
KP22549,Oregon,Male,Bachelor,3155.91,58213,79.0,0,Personal Auto,Four-Door Car,39.71
QC34927,California,Male,High School or Below,3317.9,74142,83.0,0,Personal Auto,Two-Door Car,398.4
WD87578,Nevada,Female,High School or Below,7821.19,0,109.0,0,Personal Auto,Four-Door Car,784.8
ER51965,Washington,Male,College,4240.93,49746,111.0,3,Corporate Auto,Four-Door Car,589.3
LA53648,California,Female,High School or Below,8992.78,0,129.0,0,Personal Auto,SUV,1059.57
FX73249,Oregon,Male,Bachelor,7304.16,0,104.0,0,Personal Auto,Four-Door Car,499.2
WF53890,Arizona,Female,Bachelor,5217.51,39854,66.0,0,Personal Auto,Two-Door Car,261.93
QL35310,Nevada,Female,Master,2725.36,36650,69.0,1,Corporate Auto,Four-Door Car,56.6
FY30870,California,Female,High School or Below,18569.5,32756,93.0,0,Personal Auto,Two-Door Car,381.12
JF73533,Nevada,Male,College,9985.37,36268,86.0,1,Personal Auto,Four-Door Car,531.16
IW70308,Oregon,Female,Bachelor,8257.67,23815,73.0,0,Personal Auto,Four-Door Car,424.33
ZS50183,Arizona,Female,College,8002.31,0,107.0,0,Corporate Auto,SUV,513.6
EU38033,Nevada,Male,High School or Below,5897.75,39188,74.0,0,Personal Auto,Four-Door Car,355.2
ZJ86769,Nevada,Male,College,4686.47,58089,118.0,0,Personal Auto,SUV,566.4
JZ90556,Oregon,Female,High School or Below,5943.07,62120,74.0,0,Corporate Auto,Four-Door Car,28.32
OQ43721,Oregon,Female,High School or Below,2648.47,26540,69.0,0,Personal Auto,Four-Door Car,378.43
NI71089,California,Male,College,4650.06,28215,65.0,0,Personal Auto,Two-Door Car,468.0
ZF84966,Nevada,Female,Doctor,44856.11,61675,123.0,0,Corporate Auto,SUV,482.55
LN11802,California,Male,Master,26570.34,0,100.0,0,Personal Auto,Luxury,480.0
CG92708,Nevada,Female,College,2951.29,69600,74.0,0,Personal Auto,Four-Door Car,341.4
TH59993,California,Female,College,2464.51,40982,62.0,0,Corporate Auto,Four-Door Car,106.67
WH76688,Oregon,Male,Bachelor,5555.83,74015,72.0,0,Personal Auto,Four-Door Car,471.44
NK82261,California,Male,High School or Below,3199.7,0,94.0,0,Personal Auto,Two-Door Car,1121.88
FI93397,Oregon,Female,Bachelor,2776.32,0,79.0,0,Personal Auto,Four-Door Car,509.03
FO33051,Arizona,Male,College,16355.31,29439,146.0,0,Personal Auto,SUV,700.8
ZE40223,Oregon,Male,College,7329.89,0,108.0,0,Personal Auto,Luxury,518.4
II49996,Arizona,Male,Bachelor,5555.83,74015,72.0,0,Personal Auto,Four-Door Car,471.44
AX71707,Arizona,Female,College,6383.48,67881,79.0,0,Personal Auto,Two-Door Car,391.04
GF38306,Nevada,Female,High School or Below,7758.59,96162,97.0,0,Corporate Auto,Four-Door Car,376.57
TN54884,California,Female,College,14932.1,39049,63.0,0,Personal Auto,Two-Door Car,294.76
DD27635,Oregon,Male,Doctor,8047.41,29808,105.0,1,Personal Auto,SUV,52.46
NX84287,California,Female,Master,10861.52,65727,134.0,0,Corporate Auto,SUV,364.0
EO38569,Washington,Female,High School or Below,2195.3,0,62.0,1,Personal Auto,Four-Door Car,446.4
FF77476,California,Female,High School or Below,2397.04,22283,65.0,0,Corporate Auto,Four-Door Car,572.07
CW92156,Washington,Female,College,4070.05,37435,105.0,0,Personal Auto,SUV,314.44
XA53408,Oregon,Male,College,5578.52,27756,71.0,0,Corporate Auto,Two-Door Car,735.73
CV86445,Arizona,Male,High School or Below,8139.53,86876,68.0,0,Personal Auto,Four-Door Car,118.81
TK32843,California,Male,Bachelor,7444.94,0,114.0,0,Personal Auto,Four-Door Car,863.86
EV14053,California,Female,High School or Below,7295.33,34062,91.0,0,Corporate Auto,Four-Door Car,603.35
IY38767,Oregon,Male,High School or Below,5325.72,0,73.0,0,Personal Auto,Two-Door Car,496.47
VJ34494,Washington,Female,College,2442.21,0,69.0,0,Corporate Auto,Four-Door Car,331.2
SN36487,Arizona,Female,College,10307.65,78358,128.0,0,Corporate Auto,SUV,614.4
SW88021,California,Female,Bachelor,2461.8,12222,67.0,1,Corporate Auto,Two-Door Car,321.6
US43945,California,Female,Bachelor,2521.68,41247,64.0,0,Personal Auto,Two-Door Car,307.2
QC93181,California,Female,College,25464.82,13663,97.0,0,Corporate Auto,Four-Door Car,465.6
XS89049,Nevada,Female,College,2822.59,25531,74.0,0,Personal Auto,Two-Door Car,355.2
QR79788,Nevada,Male,College,5812.0,58643,74.0,0,Personal Auto,Four-Door Car,329.47
WG51244,Oregon,Male,Bachelor,21850.35,48107,190.0,2,Corporate Auto,Luxury,912.0
BF56053,Washington,Female,Bachelor,9320.24,18643,119.0,0,Corporate Auto,Four-Door Car,571.2
AN97123,Nevada,Female,College,22305.32,0,102.0,0,Personal Auto,Two-Door Car,401.53
VS30147,Oregon,Male,Master,22118.81,58645,110.0,0,Personal Auto,SUV,427.72
FY70464,Oregon,Female,Bachelor,7218.16,95058,177.0,0,Personal Auto,SUV,89.71
BG19572,Washington,Female,Bachelor,6117.03,0,87.0,0,Corporate Auto,Four-Door Car,1032.61
LR43989,Oregon,Female,High School or Below,4882.29,19715,66.0,4,Personal Auto,Four-Door Car,475.2
ER10834,Nevada,Female,Master,2674.08,68787,66.0,0,Personal Auto,Four-Door Car,105.38
WL46620,Nevada,Male,Bachelor,7724.68,29056,66.0,0,Personal Auto,Two-Door Car,355.53
MO27230,Oregon,Female,College,4708.2,47829,117.0,1,Personal Auto,SUV,561.6
HD32695,Arizona,Female,Bachelor,4447.42,13128,118.0,0,Personal Auto,Four-Door Car,771.88
ED89934,California,Female,College,4823.56,58946,121.0,0,Personal Auto,SUV,486.72
WU63862,Oregon,Male,College,5420.36,31614,71.0,0,Personal Auto,Four-Door Car,234.68
EW27959,California,Female,Bachelor,7583.14,44667,65.0,0,Personal Auto,Four-Door Car,245.66
IG15771,Oregon,Male,College,3852.43,0,111.0,0,Personal Auto,Four-Door Car,937.82
PJ84431,California,Male,High School or Below,7647.45,91512,189.0,0,Personal Auto,Luxury,907.2
RW46214,Oregon,Female,High School or Below,5229.68,26540,69.0,1,Personal Auto,Four-Door Car,331.2
VP91482,Oregon,Male,Bachelor,3614.08,0,103.0,0,Personal Auto,SUV,741.6
DZ48278,Nevada,Male,High School or Below,2853.51,38798,72.0,0,Personal Auto,Four-Door Car,332.95
HC37968,Oregon,Female,Bachelor,8543.33,0,117.0,0,Personal Auto,Luxury,561.6
CQ15251,Oregon,Female,Bachelor,5150.42,65629,64.0,0,Personal Auto,Four-Door Car,89.41
QD36906,Nevada,Female,Master,8723.67,33291,73.0,1,Personal Auto,Four-Door Car,172.23
BG95711,California,Female,College,16477.48,57264,84.0,1,Personal Auto,Four-Door Car,129.25
HR44460,California,Female,Bachelor,26338.59,60970,110.0,0,Personal Auto,SUV,94.5
NE57101,Oregon,Male,College,4244.47,34220,109.0,1,Corporate Auto,SUV,523.2
UQ34669,Arizona,Male,Master,5757.44,88997,72.0,0,Personal Auto,Four-Door Car,174.04
BL42392,Arizona,Male,Doctor,4826.83,18779,63.0,0,Personal Auto,Four-Door Car,215.26
WC52068,Oregon,Male,College,8092.88,50825,102.0,0,Corporate Auto,SUV,369.61
GB20532,Arizona,Male,High School or Below,3011.27,0,86.0,0,Personal Auto,Four-Door Car,569.13
XS74432,California,Female,High School or Below,8663.92,29218,72.0,0,Personal Auto,Four-Door Car,502.37
YA10507,California,Male,High School or Below,2471.53,95697,61.0,0,Special Auto,Two-Door Car,114.27
NL59273,Oregon,Female,Doctor,5627.3,61486,70.0,0,Personal Auto,Two-Door Car,334.13
BZ81849,Arizona,Female,Bachelor,7494.09,0,68.0,0,Personal Auto,Four-Door Car,326.4
MF83904,Oregon,Female,Bachelor,5452.63,17723,72.0,0,Personal Auto,Two-Door Car,345.6
MH14039,California,Male,High School or Below,2592.44,72421,65.0,0,Personal Auto,Four-Door Car,312.0
XJ26467,California,Female,College,6721.89,36510,84.0,0,Personal Auto,Four-Door Car,286.78
BC53546,Oregon,Male,Bachelor,5500.58,35396,70.0,0,Personal Auto,Two-Door Car,336.0
KB58189,Oregon,Female,College,2550.66,69230,63.0,0,Special Auto,Four-Door Car,283.24
FF31523,Washington,Female,Master,7771.58,28054,195.0,1,Corporate Auto,SUV,571.66
EE98024,California,Female,College,4236.3,25866,109.0,0,Personal Auto,Four-Door Car,523.2
QA50777,Oregon,Female,Bachelor,9025.07,23675,117.0,0,Personal Auto,Four-Door Car,707.93
HW36182,California,Male,Master,2615.91,0,71.0,0,Personal Auto,Two-Door Car,340.8
SB64064,Nevada,Female,Bachelor,2396.22,0,66.0,2,Personal Auto,Four-Door Car,433.16
MY60905,California,Female,Bachelor,4784.42,0,68.0,0,Personal Auto,Two-Door Car,326.4
FB77856,Nevada,Male,College,3873.65,28142,105.0,0,Personal Auto,Luxury,701.71
XQ93931,Oregon,Male,College,7806.14,23706,68.0,1,Corporate Auto,Four-Door Car,326.4
WA74455,Arizona,Male,College,4717.63,0,131.0,0,Personal Auto,SUV,628.8
GK98989,Washington,Male,Bachelor,5625.91,0,85.0,0,Corporate Auto,Four-Door Car,872.2
VA35421,Nevada,Female,Master,5182.94,83527,64.0,1,Personal Auto,Two-Door Car,39.13
BB41401,Arizona,Male,High School or Below,6005.21,26876,76.0,0,Personal Auto,Four-Door Car,364.8
RQ16234,Arizona,Female,High School or Below,9837.51,55099,122.0,0,Corporate Auto,Luxury,260.27
DO83789,Arizona,Female,College,5206.03,71661,65.0,0,Personal Auto,Four-Door Car,312.0
AK46006,Oregon,Male,Bachelor,36293.15,18047,242.0,0,Personal Auto,Luxury,1350.38
CJ59481,Washington,Male,College,2837.11,90893,70.0,0,Personal Auto,Two-Door Car,70.71
JL86651,Nevada,Male,College,11785.04,90016,102.0,4,Personal Auto,Four-Door Car,20.41
AN32867,California,Male,Bachelor,3124.93,81285,81.0,2,Personal Auto,Four-Door Car,441.77
AC67315,Nevada,Female,Bachelor,13862.1,96950,115.0,0,Personal Auto,Luxury,633.13
XN90444,California,Male,Doctor,8200.27,24814,69.0,0,Special Auto,Two-Door Car,331.2
CZ72326,Oregon,Female,High School or Below,8456.27,0,90.0,3,Corporate Auto,Two-Door Car,648.0
FG18525,Nevada,Male,Bachelor,2124.17,0,61.0,1,Personal Auto,Two-Door Car,60.6
HC25359,Oregon,Female,Master,9045.11,52572,113.0,0,Personal Auto,Four-Door Car,441.62
SM39580,Arizona,Male,Doctor,3187.35,0,85.0,0,Corporate Auto,Two-Door Car,595.16
UU81720,California,Female,High School or Below,8113.96,41701,68.0,0,Corporate Auto,Four-Door Car,64.65
WO53546,Oregon,Male,College,34039.06,0,104.0,0,Personal Auto,Luxury,499.2
UH76249,Arizona,Male,High School or Below,9087.59,0,80.0,0,Corporate Auto,Four-Door Car,384.0
YP79029,California,Male,Bachelor,12519.8,34179,107.0,0,Corporate Auto,Luxury,770.4
HS79851,Oregon,Male,Bachelor,6057.07,27681,83.0,0,Personal Auto,Two-Door Car,398.4
YR49519,Arizona,Male,Bachelor,4967.04,0,73.0,0,Corporate Auto,Four-Door Car,359.35
AN21193,Washington,Female,Bachelor,6933.34,0,70.0,1,Personal Auto,Four-Door Car,504.0
TS98462,Washington,Female,High School or Below,22399.13,78494,69.0,0,Personal Auto,Two-Door Car,78.19
OB11898,Nevada,Female,College,2162.42,0,66.0,2,Personal Auto,Two-Door Car,316.8
RS85283,Oregon,Male,Bachelor,21776.58,56044,182.0,0,Personal Auto,SUV,952.85
NW19960,Oregon,Male,College,9095.05,37937,116.0,0,Personal Auto,SUV,556.8
AI11191,Arizona,Female,High School or Below,4228.25,77853,106.0,0,Personal Auto,SUV,165.24
PF24757,Arizona,Female,College,6521.37,72608,82.0,3,Personal Auto,Four-Door Car,393.6
NY20756,California,Male,High School or Below,10209.02,36568,128.0,0,Personal Auto,SUV,978.62
EU98982,Arizona,Male,High School or Below,7600.44,0,110.0,2,Personal Auto,SUV,796.99
GL54755,Washington,Female,Bachelor,3894.62,59578,98.0,1,Corporate Auto,Four-Door Car,403.68
UF13251,Oregon,Male,High School or Below,8510.76,26032,109.0,0,Personal Auto,SUV,638.1
HK16676,Oregon,Male,High School or Below,2712.83,39618,68.0,0,Corporate Auto,Four-Door Car,326.4
KF80571,Arizona,Male,High School or Below,2258.79,0,65.0,0,Personal Auto,Four-Door Car,625.48
XB43418,California,Male,College,4815.85,59438,124.0,0,Special Auto,SUV,562.67
IA78643,Washington,Female,High School or Below,8007.4,0,112.0,0,Personal Auto,Luxury,537.6
RI97135,Washington,Male,Bachelor,3008.97,0,87.0,0,Personal Auto,Four-Door Car,401.48
HZ52656,Washington,Female,Bachelor,2530.71,89451,63.0,0,Personal Auto,Four-Door Car,61.77
BM71358,Arizona,Male,High School or Below,10787.12,44695,91.0,0,Personal Auto,Four-Door Car,147.95
DJ42087,California,Female,High School or Below,11923.75,24581,101.0,0,Personal Auto,Four-Door Car,484.8
NV98267,Arizona,Male,Bachelor,5186.36,0,73.0,1,Personal Auto,Four-Door Car,194.94
YD27780,Arizona,Female,Bachelor,10103.65,72334,129.0,3,Corporate Auto,SUV,412.83
DZ38951,Oregon,Male,High School or Below,6439.0,19831,83.0,0,Personal Auto,Four-Door Car,398.4
VO84133,California,Male,High School or Below,3909.64,40361,98.0,0,Personal Auto,Four-Door Car,71.17
FP86246,California,Male,Bachelor,13211.01,74656,111.0,0,Personal Auto,Four-Door Car,504.37
YA37626,Oregon,Male,Master,14616.37,25358,126.0,0,Personal Auto,SUV,750.59
XW54288,California,Male,Bachelor,3732.35,35461,95.0,1,Corporate Auto,Four-Door Car,9.21
ET81343,California,Male,Doctor,8750.64,59047,76.0,3,Personal Auto,Four-Door Car,364.8
CW57351,Nevada,Female,College,10662.63,62409,89.0,0,Personal Auto,Four-Door Car,392.69
EV39201,California,Female,College,3861.49,93272,95.0,0,Personal Auto,Four-Door Car,281.11
YV40022,California,Female,College,9807.83,0,135.0,0,Personal Auto,Luxury,970.46
IX44049,Oregon,Male,Bachelor,3252.83,20166,83.0,0,Personal Auto,Two-Door Car,398.4
DI51103,Washington,Female,High School or Below,2711.9,0,74.0,0,Personal Auto,Four-Door Car,355.2
AS78838,California,Male,Bachelor,2453.57,29735,69.0,0,Personal Auto,Four-Door Car,331.2
YJ16399,California,Male,High School or Below,11228.29,0,64.0,0,Corporate Auto,Four-Door Car,772.84
LH52773,California,Female,High School or Below,23020.89,97460,114.0,0,Personal Auto,SUV,660.14
XF99212,Arizona,Male,College,2458.45,57564,63.0,1,Personal Auto,Two-Door Car,302.4
CL52383,Arizona,Female,Bachelor,11160.08,33232,94.0,0,Special Auto,Four-Door Car,435.53
DD28380,Arizona,Female,College,13118.74,11854,113.0,0,Personal Auto,Four-Door Car,807.72
CP87192,California,Female,College,6120.19,23843,79.0,0,Personal Auto,Four-Door Car,344.69
MH43755,Arizona,Female,College,13881.04,17961,181.0,0,Personal Auto,Luxury,476.71
KT38145,California,Female,College,4787.47,0,64.0,0,Personal Auto,Four-Door Car,360.11
FU65756,Arizona,Female,College,8177.05,54695,103.0,0,Personal Auto,SUV,494.4
YG92601,California,Male,College,3309.25,85632,82.0,0,Personal Auto,Two-Door Car,7.26
MZ63755,California,Female,Bachelor,14635.45,0,139.0,0,Personal Auto,SUV,667.2
BI33231,California,Female,High School or Below,5120.62,0,76.0,4,Personal Auto,Four-Door Car,277.22
ZD71862,Oregon,Female,High School or Below,19253.03,39895,160.0,0,Personal Auto,SUV,765.59
VT87641,Washington,Female,Bachelor,6646.75,95815,82.0,0,Personal Auto,Four-Door Car,393.6
TN61016,California,Female,High School or Below,8742.47,37224,74.0,0,Personal Auto,Four-Door Car,355.2
PX27645,California,Male,Bachelor,8467.37,0,122.0,0,Personal Auto,SUV,1100.09
IS53899,Nevada,Female,College,6992.53,94652,86.0,0,Personal Auto,Four-Door Car,412.8
KC69320,Arizona,Female,Bachelor,13037.03,28582,112.0,0,Personal Auto,Luxury,537.6
WR86431,Nevada,Female,High School or Below,10883.79,91123,138.0,3,Corporate Auto,SUV,103.46
TY27229,Arizona,Male,Bachelor,9114.28,85942,116.0,2,Personal Auto,Four-Door Car,79.34
LC42182,Nevada,Female,High School or Below,30442.54,64321,253.0,0,Personal Auto,Luxury,422.44
SZ64974,Arizona,Male,Doctor,5104.35,77025,64.0,2,Personal Auto,Two-Door Car,380.92
AH89786,Oregon,Male,High School or Below,2174.11,16997,65.0,3,Personal Auto,Two-Door Car,468.0
QO70290,California,Male,Bachelor,9890.21,52408,125.0,0,Personal Auto,Luxury,179.13
IR78670,California,Male,Bachelor,8719.13,0,116.0,1,Personal Auto,Four-Door Car,556.8
OU24549,Nevada,Male,Bachelor,8516.75,37573,112.0,3,Corporate Auto,SUV,537.6
OO96263,Nevada,Female,High School or Below,11606.85,45893,97.0,0,Personal Auto,Two-Door Car,465.6
SY86059,California,Female,High School or Below,3731.5,0,96.0,0,Corporate Auto,Four-Door Car,460.8
JZ76788,Nevada,Male,College,3303.09,29385,88.0,2,Personal Auto,Two-Door Car,422.4
AB23825,California,Male,College,8888.88,21509,81.0,1,Personal Auto,Two-Door Car,413.49
BH61137,Arizona,Female,Bachelor,8173.5,68144,70.0,4,Personal Auto,Four-Door Car,336.0
QW21716,Nevada,Male,Bachelor,4923.95,31093,63.0,0,Personal Auto,Four-Door Car,302.4
IU95336,Arizona,Male,High School or Below,2823.5,24350,73.0,3,Corporate Auto,Four-Door Car,350.4
TY22591,Washington,Male,College,7824.37,32823,100.0,0,Personal Auto,SUV,480.0
VR18539,Washington,Male,College,8311.85,44843,105.0,0,Personal Auto,SUV,391.42
GD89605,Oregon,Female,Master,5384.53,59364,67.0,0,Corporate Auto,Four-Door Car,321.6
RD47708,Oregon,Male,College,3978.67,39101,99.0,0,Personal Auto,Four-Door Car,167.17
XH47201,California,Male,High School or Below,6237.51,0,90.0,1,Personal Auto,Two-Door Car,432.0
TW62773,Washington,Female,High School or Below,6969.88,27604,92.0,1,Corporate Auto,Two-Door Car,441.6
QP77560,California,Female,High School or Below,5024.03,91603,64.0,5,Personal Auto,Four-Door Car,307.2
QV66305,Washington,Female,Master,8414.08,59828,104.0,0,Personal Auto,SUV,499.2
WC83676,Nevada,Male,College,2801.56,33247,72.0,0,Special Auto,Four-Door Car,284.96
QD98396,California,Male,College,5010.92,45867,126.0,0,Personal Auto,Luxury,604.8
AM36670,California,Female,College,4997.78,54827,64.0,0,Personal Auto,Four-Door Car,132.95
CJ78727,California,Female,Bachelor,2236.09,0,64.0,3,Corporate Auto,Two-Door Car,307.2
GN61665,Arizona,Male,Bachelor,10934.74,47170,139.0,0,Corporate Auto,Luxury,667.2
HY49431,California,Female,Bachelor,3289.13,21947,83.0,0,Personal Auto,Four-Door Car,366.91
IK82336,Oregon,Female,College,14014.1,39018,117.0,0,Personal Auto,SUV,561.6
WA16954,Arizona,Male,Master,5604.33,20252,71.0,0,Personal Auto,Four-Door Car,198.23
QD69852,Oregon,Male,Bachelor,2912.24,0,88.0,0,Personal Auto,Four-Door Car,633.6
XG47945,Oregon,Male,Master,5616.85,48602,70.0,0,Corporate Auto,Two-Door Car,487.88
UV57184,California,Female,Bachelor,7504.69,97849,62.0,0,Special Auto,Four-Door Car,183.12
JU55710,Oregon,Female,College,3746.75,41479,94.0,1,Personal Auto,Two-Door Car,19.58
PT50287,Oregon,Female,Bachelor,2959.82,69746,74.0,0,Personal Auto,Four-Door Car,225.03
AB73565,California,Male,Bachelor,7725.54,96748,96.0,0,Personal Auto,Two-Door Car,460.8
PK20739,Oregon,Male,Bachelor,13248.64,25074,112.0,0,Personal Auto,Two-Door Car,537.6
XI85062,Nevada,Male,Master,2717.78,66463,68.0,0,Personal Auto,Two-Door Car,326.4
KA77514,Washington,Male,High School or Below,2734.15,34865,69.0,0,Corporate Auto,Four-Door Car,255.95
ND80148,California,Male,College,9199.39,37399,116.0,0,Personal Auto,Four-Door Car,392.83
